Date,Equipment,Plane Score,Connection Score,Rotation Score,Bat Speed (mph),Rotational Acceleration (g),On Plane Efficiency (%),Attack Angle (deg),Early Connection (deg),Connection at Impact (deg),Vertical Bat Angle (deg),Power (kW),Time to Contact (sec),Peak Hand Speed (mph),Blast Factor
"February 7, 2019 / 12:02pm",Rawlings - Velo HS/Collegiate BBCor,57,57,63,64.9,19.4,74,9,82,95,-39,4.07,0.13,22.8,80
"February 7, 2019 / 12:00pm",Rawlings - Velo HS/Collegiate BBCor,44,48,50,64.5,12.5,58,8,105,101,-40,3.9,0.14,20.5,78
"February 7, 2019 / 12:00pm",Rawlings - Velo HS/Collegiate BBCor,53,61,51,61.9,13.4,69,20,91,98,-29,3.54,0.14,20.3,69
"February 7, 2019 / 12:00pm",Rawlings - Velo HS/Collegiate BBCor,45,62,54,69.1,14.8,59,13,95,92,-38,4.54,0.13,18.8,72
"February 7, 2019 / 12:00pm",Rawlings - Velo HS/Collegiate BBCor,48,58,51,66.9,13.3,63,10,102,91,-35,4.32,0.13,19.3,74
"February 7, 2019 / 12:00pm",Rawlings - Velo HS/Collegiate BBCor,45,61,43,64.2,8.8,58,12,94,86,-37,3.7,0.14,18.4,71
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,48,55,50,65.3,12.4,63,9,98,99,-38,4.12,0.13,20.7,79
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,39,61,55,65,15.1,52,19,83,89,-32,3.64,0.15,21.6,66
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,36,58,61,62.5,18.2,48,21,84,84,-31,3.46,0.14,19.8,70
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,54,61,53,58.6,13.9,70,-4,93,95,-42,3.36,0.13,17.6,62
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,52,55,60,61.6,17.8,68,5,95,101,-33,3.96,0.12,20.3,82
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,47,61,54,61.1,14.8,61,8,87,96,-38,3.67,0.13,19.3,72
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,50,52,46,55,10.4,65,-5,103,98,-37,2.87,0.13,17.5,63
"February 7, 2019 / 11:59am",Rawlings - Velo HS/Collegiate BBCor,62,59,50,63.1,12.6,80,3,83,94,-41,3.97,0.13,21.2,77
"February 7, 2019 / 11:58am",Rawlings - Velo HS/Collegiate BBCor,61,59,49,62.3,12.3,79,8,85,96,-39,3.64,0.14,20.4,76
"February 7, 2019 / 11:56am",Alec Rawlings - Quatro,56,60,42,70.7,8.6,73,-5,90,80,-33,4.49,0.14,20.4,72
"February 7, 2019 / 11:56am",Alec Rawlings - Quatro,66,48,37,60.5,5.7,85,-20,86,68,-31,2.99,0.16,18.5,56
"February 7, 2019 / 11:55am",Alec Rawlings - Quatro,54,56,37,66.5,5.7,70,15,92,77,-26,3.31,0.17,18.6,66
"February 7, 2019 / 11:55am",Alec Rawlings - Quatro,64,54,44,69,9.5,82,-13,88,74,-31,4.4,0.14,20.8,67
"February 7, 2019 / 11:55am",Alec Rawlings - Quatro,62,60,44,69.9,9.5,80,1,93,83,-32,3.99,0.16,19.6,67
"February 7, 2019 / 11:55am",Alec Rawlings - Quatro,55,46,42,67.1,8.6,72,7,79,72,-28,3.54,0.16,19.4,67
"February 7, 2019 / 11:55am",Alec Rawlings - Quatro,55,56,33,43.7,3.8,71,-19,93,78,-26,1.5,0.16,11.1,45
"February 7, 2019 / 11:54am",Alec Rawlings - Quatro,51,60,41,69.1,7.8,66,5,92,83,-35,3.85,0.16,19.7,75
"February 7, 2019 / 11:54am",Alec Rawlings - Quatro,61,60,39,69.8,7.1,79,-1,89,81,-32,4.09,0.15,20.5,67
"February 7, 2019 / 11:54am",Alec Rawlings - Quatro,64,54,37,67,6,83,-12,84,77,-43,3.72,0.15,19.9,66
"February 7, 2019 / 11:54am",Alec Rawlings - Quatro,57,57,37,67.9,5.6,74,-5,87,80,-40,3.68,0.16,20,65
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,41,62,65,63.8,20.3,54,13,90,97,-31,4.19,0.12,19.6,74
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,43,52,63,55.6,19.4,56,9,99,102,-31,3.34,0.12,20.3,76
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,45,56,65,65.2,20.7,59,11,101,95,-23,4.51,0.12,20.5,85
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,50,57,64,60.7,20,65,21,76,90,-22,3.56,0.13,19.6,73
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,41,65,63,65.1,19.6,54,9,91,91,-31,4.16,0.13,20.2,77
"February 7, 2019 / 11:52am",Rawlings - Velo HS/Collegiate BBCor,54,67,66,51.5,20.9,71,3,90,90,-28,2.73,0.12,18.7,59
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,34,48,61,70.2,18.6,45,21,102,76,-8,4.24,0.15,19.6,68
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,49,56,62,61.7,19,64,3,95,100,-37,3.98,0.12,20.6,81
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,46,47,53,65.5,14.3,60,6,108,99,-24,4.02,0.14,20.5,78
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,47,54,63,61.5,19.3,61,7,99,99,-25,4.08,0.12,19.8,85
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,49,46,59,57.2,17.6,64,5,106,103,-24,3.15,0.13,19.6,74
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,61,60,53,61.4,14,79,2,85,95,-35,3.75,0.13,19.4,69
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,52,64,57,57.8,16.3,67,5,93,89,-26,3.32,0.13,19.4,75
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,37,48,56,60.9,15.8,48,12,106,100,-25,3.53,0.13,18.5,77
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,36,55,52,67.9,13.6,48,19,104,87,-19,3.87,0.15,19.5,67
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,50,55,65,60.5,20.5,66,10,94,102,-29,3.83,0.12,20.2,83
"February 7, 2019 / 11:51am",Rawlings - Velo HS/Collegiate BBCor,50,62,60,64.9,17.8,65,13,84,89,-28,3.95,0.14,20.9,79
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,51,60,55,55,15.4,66,5,94,95,-27,3.06,0.13,19.3,68
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,42,55,53,68.1,14,54,19,99,82,-13,3.69,0.16,19,63
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,41,42,59,66.8,17.2,54,14,110,104,-24,4.12,0.14,20.5,76
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,49,50,58,66.1,16.9,64,7,104,100,-30,4.16,0.13,21.5,76
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,58,58,61,62.9,18.4,75,3,96,97,-32,4.07,0.12,20.3,81
"February 7, 2019 / 11:50am",Rawlings - Velo HS/Collegiate BBCor,59,55,63,56.9,19.2,77,-3,99,98,-30,3.5,0.12,20.6,67
"February 7, 2019 / 11:48am",Alec Rawlings - Quatro,60,58,43,62.2,8.9,78,-2,89,78,-32,3.16,0.16,17.4,61
"February 7, 2019 / 11:48am",Alec Rawlings - Quatro,60,61,48,63.5,11.5,78,1,89,83,-30,3.52,0.15,18.4,73
"February 7, 2019 / 11:48am",Alec Rawlings - Quatro,56,56,41,63.6,7.8,73,9,99,83,-29,3.07,0.17,17.9,64
"February 7, 2019 / 11:47am",Alec Rawlings - Quatro,63,55,42,62,8.3,81,-12,90,74,-32,3.36,0.15,17.1,60
"February 7, 2019 / 11:47am",Alec Rawlings - Quatro,63,56,44,64.8,9.2,81,-6,88,77,-34,3.43,0.16,17,61
"February 7, 2019 / 11:47am",Alec Rawlings - Quatro,59,59,43,63.3,8.8,76,-4,91,80,-34,3.36,0.15,18,67
"February 7, 2019 / 11:47am",Alec Rawlings - Quatro,59,56,41,62.4,8.1,76,1,88,76,-28,3.31,0.15,18.2,71
"February 7, 2019 / 11:47am",Alec Rawlings - Quatro,69,43,50,56.5,12.6,89,-23,81,66,-25,2.95,0.14,17.6,58
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,71,62,56,59.5,15.9,91,-6,95,88,-28,3.7,0.12,20.4,73
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,65,54,52,60.1,13.7,83,-7,102,96,-24,3.71,0.12,20.8,74
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,72,62,44,52.5,9.7,93,-18,94,87,-28,2.88,0.12,17.5,58
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,72,59,55,58.6,15.3,93,-11,97,86,-22,3.54,0.12,19.7,62
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,70,57,58,57,17,90,-16,100,86,-17,3.57,0.12,21,70
"February 7, 2019 / 11:44am",Alec Rawlings - Quatro,68,55,51,61.8,13.1,88,-7,104,93,-21,3.69,0.13,20.2,61
"February 7, 2019 / 11:43am",Alec Rawlings - Quatro,70,60,56,52.4,15.6,90,-16,99,91,-25,2.96,0.12,20,63
"February 7, 2019 / 11:43am",Alec Rawlings - Quatro,71,62,53,54.5,14.1,92,-12,95,92,-23,2.96,0.13,20.2,63
"February 7, 2019 / 11:43am",Alec Rawlings - Quatro,71,57,57,49.5,16.3,91,-24,95,81,-20,2.7,0.12,20.8,52
"February 7, 2019 / 11:43am",Alec Rawlings - Quatro,73,57,47,47.2,11,95,-16,86,81,-24,2.36,0.12,18.1,49
"February 7, 2019 / 11:42am",Alec Rawlings - Quatro,51,55,44,60.7,9.6,66,-6,87,76,-32,3.17,0.15,18.1,67
"February 7, 2019 / 11:42am",Alec Rawlings - Quatro,58,49,40,65.7,7.6,75,-2,84,71,-31,3.58,0.15,18.9,68
"February 7, 2019 / 11:42am",Alec Rawlings - Quatro,59,46,48,64.4,11.3,77,-1,80,70,-35,3.52,0.15,18.3,72
"February 7, 2019 / 11:42am",Alec Rawlings - Quatro,53,50,41,65.7,7.8,69,11,85,72,-28,3.23,0.17,19.5,64
"February 7, 2019 / 11:41am",Alec Rawlings - Quatro,55,56,40,65.1,7.6,72,6,86,79,-28,3.46,0.16,17.7,78
"February 7, 2019 / 11:41am",Alec Rawlings - Quatro,61,59,43,59.8,9,79,-11,90,79,-32,3.3,0.14,18.2,63
"February 7, 2019 / 11:41am",Alec Rawlings - Quatro,57,58,49,65.3,11.9,74,-4,89,78,-31,3.57,0.15,17.9,72
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,50,64,49,62.3,11.9,66,14,91,93,-34,3.48,0.14,18.9,69
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,57,56,57,64.6,16,73,9,96,100,-32,4.03,0.13,20.3,74
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,55,62,46,61.3,10.7,71,13,87,94,-31,3.53,0.14,18.7,69
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,58,58,54,63.4,14.9,75,6,81,93,-39,3.77,0.14,20,77
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,52,59,55,60.7,15.1,68,13,91,99,-32,3.67,0.13,20.1,81
"February 7, 2019 / 11:38am",Rawlings - Velo HS/Collegiate BBCor,53,54,55,62.7,15.4,69,12,98,101,-31,3.91,0.13,19.1,74
"February 7, 2019 / 11:37am",Rawlings - Velo HS/Collegiate BBCor,40,52,47,62.6,11.1,52,7,107,94,-27,3.67,0.14,18.3,76
"February 7, 2019 / 11:37am",Rawlings - Velo HS/Collegiate BBCor,48,53,54,61.4,14.7,63,7,100,99,-33,3.94,0.12,19,82
"February 7, 2019 / 11:37am",Rawlings - Velo HS/Collegiate BBCor,49,50,54,60.8,14.6,64,6,101,102,-36,3.52,0.13,19.6,77
"February 7, 2019 / 11:37am",Rawlings - Velo HS/Collegiate BBCor,58,58,48,61.1,11.6,75,14,79,92,-32,3.35,0.14,18.7,74
"February 7, 2019 / 11:26am",Alec Bat,,,,63.6,,,-2,,,-28,3.64,0.14,19.5,77
"February 7, 2019 / 11:26am",Alec Bat,,,,63,,,6,,,-34,3.38,0.15,20,82
"February 7, 2019 / 11:26am",Alec Bat,,,,70.5,,,8,,,-19,4.01,0.16,18.9,78
"February 7, 2019 / 11:26am",Alec Bat,,,,68.8,,,9,,,-20,3.97,0.15,19.1,81
"February 7, 2019 / 11:26am",Alec Bat,,,,66.2,,,11,,,-15,3.59,0.16,18.1,82
"February 7, 2019 / 11:26am",Alec Bat,,,,66.1,,,10,,,-28,3.48,0.16,20.2,69
"February 7, 2019 / 11:26am",Alec Bat,,,,69.4,,,9,,,-20,3.79,0.16,18.5,80
"February 7, 2019 / 11:26am",Alec Bat,,,,65.6,,,9,,,-26,3.61,0.15,19.4,89
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,60.3,,,13,,,-29,3.36,0.14,18.1,82
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,66.2,,,11,,,-39,4.16,0.13,22.8,89
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,66.6,,,13,,,-32,3.98,0.14,22.1,88
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,64,,,16,,,-33,3.52,0.15,21.1,79
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,65.3,,,11,,,-36,3.89,0.14,22.7,89
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,60.9,,,7,,,-50,3.58,0.13,22.7,81
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,69.1,,,14,,,-33,4.41,0.14,22,86
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,63.9,,,5,,,-38,4.06,0.13,21.6,99
"February 7, 2019 / 11:23am",Rawlings - Velo HS/Collegiate BBCor,,,,69.3,,,9,,,-33,4.64,0.13,22,87
"February 7, 2019 / 11:22am",Alec Bat,,,,71.9,,,8,,,-25,3.61,0.16,21.7,79
"February 7, 2019 / 11:22am",Alec Bat,,,,73.1,,,1,,,-31,3.84,0.15,21.8,83
"February 7, 2019 / 11:21am",Alec Bat,,,,66.8,,,11,,,-35,3.29,0.15,21.9,76
"February 7, 2019 / 11:21am",Alec Bat,,,,73.9,,,12,,,-25,3.77,0.16,21.9,76
"February 7, 2019 / 11:21am",Alec Bat,,,,71.1,,,7,,,-28,3.77,0.15,21.9,84
"February 7, 2019 / 11:18am",Alec Bat,,,,68.8,,,8,,,-24,3.58,0.15,20,82
"February 7, 2019 / 11:18am",Alec Bat,,,,73.5,,,-3,,,-32,4.39,0.14,22.1,86
"February 7, 2019 / 11:18am",Alec Bat,,,,63.1,,,17,,,-29,2.86,0.15,21.2,67
"February 7, 2019 / 11:18am",Alec Bat,,,,72.6,,,15,,,-17,3.42,0.17,21.7,69
"February 7, 2019 / 11:18am",Alec Bat,,,,63.1,,,10,,,-32,2.93,0.15,20.9,75
"February 7, 2019 / 11:18am",Alec Bat,,,,72.6,,,14,,,-36,3.83,0.15,20.8,89
"February 1, 2019 / 5:46pm",DeMarini - CF5 BBCor,39,62,39,63.6,6.9,51,13,97,89,-34,3.26,0.16,18.5,73
"February 1, 2019 / 5:46pm",DeMarini - CF5 BBCor,36,59,44,66.8,9.5,47,14,101,91,-32,3.64,0.16,19.9,75
"February 1, 2019 / 5:46pm",DeMarini - CF5 BBCor,43,57,40,62.3,7.6,56,14,101,88,-32,3.01,0.16,19.8,70
"February 1, 2019 / 5:45pm",DeMarini - CF5 BBCor,45,60,43,64.1,9.1,58,11,97,88,-33,3.41,0.15,19.1,72
"February 1, 2019 / 5:45pm",DeMarini - CF5 BBCor,35,56,47,65.3,11.3,46,17,103,87,-31,3.39,0.16,19.8,70
"February 1, 2019 / 5:45pm",DeMarini - CF5 BBCor,36,49,42,65.5,8.5,48,16,110,95,-33,3.5,0.16,20.3,72
"February 1, 2019 / 5:45pm",DeMarini - CF5 BBCor,47,58,43,67,8.8,61,11,101,88,-40,3.67,0.16,20.1,81
"February 1, 2019 / 5:45pm",DeMarini - CF5 BBCor,41,58,42,65.8,8.3,53,11,98,86,-42,3.49,0.16,20.7,73
"February 1, 2019 / 5:44pm",DeMarini - CF5 BBCor,47,58,47,66,10.8,61,8,103,90,-40,3.56,0.16,20.1,74
"February 1, 2019 / 5:44pm",DeMarini - CF5 BBCor,40,57,38,62.4,6.4,52,15,101,93,-30,3.14,0.16,17.9,67
"February 1, 2019 / 5:44pm",DeMarini - CF5 BBCor,50,57,44,62.7,9.7,65,15,100,94,-35,3.26,0.15,18.9,72
"February 1, 2019 / 5:43pm",DeMarini - CF5 BBCor,48,60,38,64.4,6.2,62,17,96,87,-33,3.26,0.16,18.3,72
"February 1, 2019 / 5:43pm",DeMarini - CF5 BBCor,54,52,48,63.7,11.8,70,15,105,95,-31,3.54,0.15,18.8,78
"February 1, 2019 / 5:43pm",DeMarini - CF5 BBCor,44,51,42,65.5,8.3,58,16,106,96,-25,3.7,0.15,19.7,78
"February 1, 2019 / 5:43pm",DeMarini - CF5 BBCor,41,59,46,63.3,10.2,53,15,99,88,-26,3.36,0.15,18.7,72
"February 1, 2019 / 5:42pm",DeMarini - CF5 BBCor,36,62,38,62.7,6.4,48,15,95,87,-34,3.05,0.16,17.7,68
"February 1, 2019 / 5:42pm",DeMarini - CF5 BBCor,45,57,41,63.7,7.9,59,21,99,84,-28,3.15,0.16,18.3,68
"February 1, 2019 / 5:42pm",DeMarini - CF5 BBCor,54,58,38,62.8,6.3,70,18,100,87,-31,3.14,0.16,18.1,69
"February 1, 2019 / 5:41pm",DeMarini - CF5 BBCor,49,62,49,64.7,12.2,64,17,95,88,-33,3.65,0.15,20.8,77
"February 1, 2019 / 5:41pm",DeMarini - CF5 BBCor,50,63,42,63.3,8.2,64,15,93,86,-31,3.15,0.16,16.4,73
"February 1, 2019 / 5:41pm",DeMarini - CF5 BBCor,52,60,41,65.7,8,67,15,100,89,-33,3.57,0.15,19.3,78
"February 1, 2019 / 5:41pm",DeMarini - CF5 BBCor,40,51,42,65.3,8.2,52,16,110,92,-29,3.39,0.16,20.2,75
"February 1, 2019 / 5:41pm",DeMarini - CF5 BBCor,39,60,46,64.8,10.6,52,16,96,86,-29,3.38,0.16,18.8,75
"February 1, 2019 / 5:40pm",DeMarini - CF5 BBCor,44,51,44,64.5,9.7,58,16,110,92,-29,3.48,0.15,19.7,76
"February 1, 2019 / 5:40pm",DeMarini - CF5 BBCor,40,61,43,60.7,9.2,53,23,93,85,-35,2.93,0.16,17.5,64
"February 1, 2019 / 5:40pm",DeMarini - CF5 BBCor,49,60,42,60.9,8.3,64,16,99,91,-34,3.03,0.16,17.4,66
"February 1, 2019 / 5:31pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,41,52,48,68.5,11.8,54,10,105,96,-44,4.13,0.15,21.6,85
"February 1, 2019 / 5:31pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,46,58,55,67.3,15.1,60,20,100,92,-35,3.78,0.16,20.9,76
"February 1, 2019 / 5:31pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,54,54,45,61.9,10,70,19,100,98,-32,3.55,0.14,20.2,70
"February 1, 2019 / 5:29pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,58,60,44,62.5,9.7,75,18,94,96,-33,3.47,0.15,21,69
"February 1, 2019 / 5:28pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,41,56,42,64.3,8.4,53,19,102,93,-43,3.32,0.16,21.2,71
"February 1, 2019 / 5:28pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,43,59,43,62,8.8,57,19,97,93,-42,3.12,0.16,20.2,69
"February 1, 2019 / 5:28pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,39,50,53,65.7,14,52,18,104,99,-39,3.69,0.15,21.2,77
"February 1, 2019 / 5:27pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,34,45,35,52.9,4.5,44,5,112,100,-38,1.98,0.19,17.2,58
"February 1, 2019 / 5:26pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,62,63,49,63.2,12.2,80,12,87,93,-49,3.7,0.14,20.3,81
"February 1, 2019 / 5:26pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,62,64,43,59.3,9,80,16,86,90,-49,3.01,0.15,18.8,70
"February 1, 2019 / 5:26pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,54,64,50,61.7,12.5,70,18,89,93,-45,3.43,0.15,20.8,73
"February 1, 2019 / 5:26pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,60,58,48,59.6,11.4,77,17,95,98,-45,3.08,0.15,20.5,64
"February 1, 2019 / 5:25pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,37,42,36,73.8,5.1,49,26,120,84,-11,4.49,0.16,19,76
"February 1, 2019 / 5:25pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,53,52,39,69.3,6.9,68,22,108,87,-20,4.06,0.16,21.3,78
"February 1, 2019 / 5:24pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,57,57,40,65.2,7.2,74,19,102,88,-20,3.68,0.15,18.1,75
"February 1, 2019 / 5:24pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,46,55,39,68.1,6.7,60,16,106,89,-43,3.59,0.17,20.1,78
"February 1, 2019 / 5:24pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,40,50,48,67.2,11.6,53,19,112,92,-41,3.92,0.15,21.3,79
"February 1, 2019 / 5:24pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,52,47,41,69.6,7.7,68,5,114,94,-41,4.49,0.14,20.5,83
"February 1, 2019 / 5:23pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,39,46,39,71.8,6.6,52,15,116,92,-36,4.41,0.15,20.9,83
"February 1, 2019 / 5:23pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,39,36,45,71.9,10,51,12,123,100,-39,4.6,0.15,21.2,85
"February 1, 2019 / 5:22pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,37,47,45,72.5,10,48,19,115,94,-37,4.61,0.15,21.6,79
"February 1, 2019 / 5:22pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,48,54,39,66.7,7,63,20,106,91,-44,3.53,0.17,20.3,73
"February 1, 2019 / 5:22pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,44,48,39,72,6.8,58,20,114,87,-34,4.38,0.16,20.3,78
"February 1, 2019 / 5:22pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,44,47,38,61.9,6.1,57,18,116,89,-39,3.19,0.16,17.5,70
"February 1, 2019 / 5:12pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,48,48,44,70,9.6,62,22,116,89,-25,4.42,0.15,20,78
"February 1, 2019 / 5:12pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,48,49,47,68.6,11,63,23,114,89,-26,4.14,0.15,19.9,77
"February 1, 2019 / 5:12pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,48,46,41,68.6,7.8,62,24,117,89,-23,3.88,0.16,19.2,76
"February 1, 2019 / 5:09pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,48,53,42,65.2,8.6,63,19,110,90,-27,3.54,0.16,19.5,74
"February 1, 2019 / 5:08pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,56,51,43,66.6,8.7,73,22,112,90,-27,3.84,0.15,19.9,76
"February 1, 2019 / 5:08pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,43,49,43,68,8.9,56,25,109,85,-26,3.72,0.16,19,73
"February 1, 2019 / 5:08pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,43,51,44,67.9,9.4,57,18,111,88,-27,4.1,0.15,19.3,80
"February 1, 2019 / 5:08pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,41,47,39,67.5,7,54,24,118,90,-22,3.57,0.17,19.5,72
"February 1, 2019 / 5:07pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,45,49,38,64.3,6.2,59,29,109,84,-25,3.21,0.17,18.5,66
"February 1, 2019 / 5:07pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,50,46,36,64.8,5.5,65,31,108,78,-20,3.26,0.17,18.1,66
"February 1, 2019 / 5:07pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,56,54,47,66.5,10.8,72,25,104,86,-25,3.93,0.15,21,73
"February 1, 2019 / 5:06pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,60,52,42,65.7,8.4,77,21,106,85,-26,3.64,0.16,18.7,74
"February 1, 2019 / 5:06pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,62,57,39,61,6.6,80,26,85,81,-28,2.96,0.17,17.8,60
"February 1, 2019 / 5:06pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,57,53,46,64.6,10.4,73,23,106,87,-28,3.82,0.14,20.1,75
"February 1, 2019 / 5:06pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,58,55,44,64.3,9.2,75,20,107,91,-29,3.68,0.15,19.2,73
"February 1, 2019 / 5:04pm",Axe Bat (iOS Only) - AVENGE ADULT BBCOR,64,60,47,61,10.8,82,22,98,89,-33,3.36,0.15,18.8,65
"January 28, 2019 / 2:47pm",Axe Avenge 2017,,,,63.9,,,16,,,-11,3.77,0.14,17.9,67
"January 28, 2019 / 2:47pm",Axe Avenge 2017,,,,64.9,,,13,,,-10,3.94,0.14,17.9,71
"January 28, 2019 / 2:47pm",Axe Avenge 2017,,,,62.2,,,14,,,-9,3.58,0.14,17.2,67
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,58.7,,,10,,,-16,3.38,0.13,16.5,66
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,58.9,,,17,,,-12,3.2,0.14,16.9,59
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,60.8,,,17,,,-4,3.69,0.13,16.8,69
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,60,,,2,,,-16,3.58,0.13,17.6,70
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,60,,,13,,,-14,3.82,0.12,17.6,72
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,59.5,,,16,,,-19,3.27,0.14,17.1,61
"January 28, 2019 / 2:46pm",Axe Avenge 2017,,,,60.7,,,15,,,-22,3.67,0.13,16.9,69
"January 28, 2019 / 2:45pm",Axe Avenge 2017,,,,61.7,,,15,,,-18,3.52,0.14,17.3,67
"January 28, 2019 / 2:45pm",Axe Avenge 2017,,,,60.4,,,17,,,-17,3.81,0.12,17.9,65
"January 28, 2019 / 2:45pm",Axe Avenge 2017,,,,66.1,,,13,,,-17,4.35,0.13,17.4,73
"January 28, 2019 / 2:35pm",Axe Avenge 2017,,,,71.7,,,14,,,-9,5.47,0.12,19,71
"January 28, 2019 / 2:35pm",Axe Avenge 2017,,,,64.1,,,8,,,-12,4.37,0.12,18.1,76
